,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
41,0,0,0,0,1,4,8,1,1,11,6,4,2,5,3,2,2,0,0,4,0,5,0,3,15,0,2,1,1,1,1,1,1,6,3,4,7,6,1,1,11,2,1,0,1,3,1,8,1,1,1,0,0,0,1,6,4,3,1,2,2,2,0,1,1,6,4,7,3,2,2,2,1,3,0,0,3,1,2,2,5,1,1,2,1,4,4,6,2,6,0
42,2,0,2,1,3,1,3,1,3,2,4,0,1,2,0,1,0,1,4,1,2,1,1,0,12,1,2,1,0,1,0,3,0,2,0,4,1,2,0,0,10,3,0,3,1,3,1,1,0,4,0,3,1,0,2,6,0,0,0,0,0,0,0,0,0,2,1,4,1,0,0,0,0,0,0,0,2,0,1,0,1,1,1,4,3,1,3,0,2,1,0
43,4,3,4,5,1,6,3,0,2,6,1,3,2,1,1,3,4,2,3,1,10,0,1,3,0,0,1,2,0,2,4,5,0,1,4,3,3,2,1,1,10,1,1,3,6,4,2,2,2,9,0,4,4,6,5,2,5,2,2,1,1,2,0,0,1,5,7,2,4,2,4,1,1,8,4,1,2,1,1,0,3,4,3,1,0,3,2,1,3,4,0
44,1,0,1,3,0,4,1,3,3,12,6,0,1,5,2,4,4,2,4,5,3,4,6,5,2,3,6,3,1,4,2,2,2,4,6,8,1,4,2,2,8,0,4,2,5,1,0,5,2,8,1,1,1,2,4,3,0,0,3,1,5,2,5,5,2,8,1,5,5,5,4,2,4,3,5,1,5,2,1,2,0,1,4,0,2,4,1,2,1,6,0
45,4,3,5,2,3,0,4,1,3,3,0,0,0,6,2,0,2,1,3,2,1,13,3,2,18,0,1,3,2,1,1,3,0,0,4,5,4,4,1,1,10,2,2,1,0,0,1,4,1,3,2,0,2,0,6,4,13,0,1,1,1,3,1,0,3,4,2,7,1,0,3,2,0,6,1,1,1,0,3,0,3,2,2,0,0,8,6,1,0,6,0
46,1,1,2,1,0,2,2,0,1,7,6,1,0,3,5,2,1,0,1,1,2,9,0,2,4,1,3,3,4,1,1,1,2,1,2,6,4,1,4,1,8,2,3,1,0,3,1,0,1,2,2,0,0,2,1,5,2,0,0,1,3,1,7,0,0,6,5,6,4,1,3,1,3,4,0,3,0,1,3,4,0,1,6,3,0,2,0,0,1,3,0
47,1,0,4,1,1,2,2,2,5,1,4,2,1,3,1,1,2,0,3,0,1,1,1,2,3,1,5,3,1,0,0,2,0,0,2,7,4,1,2,2,8,1,2,0,0,2,1,2,7,5,2,1,1,1,0,2,4,0,2,0,3,1,4,1,1,4,2,3,5,0,3,1,2,5,2,0,1,4,0,0,3,1,3,0,0,1,2,3,1,3,0
48,7,5,10,19,0,3,3,6,10,0,3,0,3,0,0,1,9,0,11,3,10,0,11,2,2,1,2,8,0,0,0,8,1,0,3,1,1,2,0,1,7,9,5,6,13,5,0,1,0,11,8,2,6,6,6,5,0,0,3,2,3,0,0,2,0,3,0,5,4,1,0,3,1,0,7,1,3,1,3,1,1,1,2,5,1,5,0,3,1,1,0
49,3,2,7,1,1,1,3,2,0,3,2,2,3,2,2,1,1,3,0,1,0,1,0,4,0,0,2,3,1,2,3,0,3,2,4,8,1,1,2,1,5,3,0,1,1,3,1,0,4,6,0,3,1,2,2,2,3,0,3,4,1,1,3,4,1,3,0,4,2,0,5,1,1,3,1,0,3,2,0,4,2,3,2,0,1,0,3,1,1,2,0
50,5,0,3,3,0,3,2,3,0,5,4,3,1,5,4,4,2,0,3,2,6,6,1,0,15,0,0,2,2,2,1,2,0,1,1,1,1,0,1,4,5,0,4,0,1,4,0,0,3,4,5,0,3,4,7,7,0,2,3,2,3,3,5,0,1,3,5,5,2,2,1,1,2,1,4,5,1,1,7,0,1,5,4,3,0,4,2,1,1,1,0
51,4,3,3,2,3,0,4,1,3,6,4,3,2,3,0,2,0,2,4,1,3,4,1,3,9,1,1,1,0,4,0,3,1,4,2,3,2,4,2,1,7,2,1,7,0,5,0,5,1,6,0,1,3,2,6,1,2,2,3,2,0,2,2,0,4,4,5,3,5,1,2,7,2,8,2,1,0,0,2,0,3,2,3,1,1,2,2,1,3,4,0
52,2,5,2,1,0,1,8,0,9,1,1,5,0,5,0,0,1,2,2,1,1,2,2,6,1,0,7,1,0,4,2,4,4,5,1,9,9,6,1,0,12,0,3,0,1,3,0,1,5,7,0,1,3,2,2,3,3,0,3,4,1,4,1,1,1,5,2,3,3,1,3,2,1,4,3,3,2,4,0,0,2,2,1,0,1,6,3,0,0,2,0
53,1,2,1,3,6,1,7,2,3,6,5,2,0,6,4,2,5,3,4,4,5,9,4,4,19,1,3,5,2,2,0,2,1,9,0,5,2,3,0,2,6,0,1,1,2,0,6,2,1,3,5,4,2,4,1,5,1,0,5,1,5,6,2,3,4,2,3,5,1,1,3,2,1,4,1,4,3,0,1,0,1,1,4,7,1,2,3,0,2,4,0
54,0,3,0,0,2,2,3,0,1,4,4,1,0,2,1,0,0,1,1,0,0,5,1,7,1,1,2,0,0,1,2,0,0,5,0,9,7,2,1,2,12,0,0,0,0,0,1,4,0,2,1,1,0,1,0,0,9,1,0,3,0,0,1,0,0,0,2,2,2,0,0,2,0,12,1,0,0,0,3,0,1,1,0,1,0,3,5,0,4,6,0
55,3,4,7,2,1,2,5,1,6,1,5,2,1,6,1,2,0,2,0,1,3,4,2,5,5,1,3,1,2,2,1,2,0,1,0,5,3,3,0,0,10,3,2,6,1,1,1,6,0,4,1,2,4,6,1,2,0,0,0,2,3,2,4,0,2,2,2,3,0,1,0,1,2,2,0,3,7,5,3,0,2,0,2,2,3,1,7,2,1,2,0
56,2,0,2,1,4,0,5,1,2,2,3,0,1,10,1,0,0,1,4,1,2,12,3,0,8,0,0,2,1,1,5,1,2,11,1,3,1,0,2,0,18,2,0,1,0,8,2,1,1,2,0,0,3,1,1,4,5,2,1,3,2,2,2,1,2,3,4,2,2,0,1,2,2,3,0,0,1,1,4,2,0,1,0,5,0,3,3,0,1,5,0
57,1,1,3,5,3,0,4,0,9,4,3,2,0,3,1,0,1,1,3,1,2,5,0,4,4,1,3,3,0,2,2,8,1,4,3,5,0,2,0,1,14,1,3,0,1,3,3,1,2,1,1,2,2,0,5,5,1,0,1,3,2,1,6,1,4,5,0,4,4,1,5,1,2,1,2,2,0,1,2,0,4,0,3,4,1,3,3,0,3,7,0
58,1,3,2,2,0,2,6,0,7,4,1,1,2,1,3,3,2,0,2,5,1,3,3,4,1,2,6,3,2,4,0,1,2,3,3,2,4,0,5,0,6,3,2,1,2,3,11,1,0,1,2,3,4,1,0,6,1,1,1,3,2,0,5,0,0,5,2,2,6,3,3,0,3,0,2,1,0,0,2,0,2,4,4,3,2,2,1,0,4,1,0
59,0,3,0,6,2,0,1,2,4,3,1,0,1,0,1,3,4,1,1,1,10,0,1,2,2,0,5,2,2,1,1,3,0,2,0,4,0,2,1,1,1,1,1,1,5,2,4,1,1,2,1,2,1,1,2,0,1,1,2,2,3,0,1,2,1,1,0,0,2,1,0,1,3,2,3,1,0,0,1,2,4,1,1,1,0,0,5,1,0,0,0
60,0,1,0,2,0,1,0,0,4,0,0,2,0,0,1,1,0,2,2,0,1,0,0,0,0,0,4,0,0,1,0,2,0,1,4,1,2,3,2,0,1,0,0,0,0,1,4,2,2,0,2,0,0,0,0,0,0,4,4,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,3,2,1,0,0,3,0,0,0,1
61,0,1,0,2,0,2,0,0,3,0,0,0,0,1,0,1,0,2,2,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,6,2,0,1,2,0,3,0,0,1,1,0,2,3,0,1,1,0,0,0,0,0,0,3,5,0,0,0,0,1,0,0,0,0,0,2,1,1,0,1,5,2,0,0,0,0,0,3,2,0,0,0,2,0,1,0,1
62,0,1,1,0,0,3,0,0,5,0,2,1,0,1,2,0,0,0,2,0,0,1,1,1,0,1,4,1,0,0,2,3,1,1,1,1,4,2,2,1,0,0,0,0,1,0,3,4,2,0,3,0,3,1,1,0,0,1,3,1,0,2,0,2,0,3,0,0,6,0,1,0,0,1,2,0,0,0,0,0,0,3,3,1,2,2,2,1,0,0,1
63,0,4,0,1,0,1,0,0,7,0,0,0,0,2,1,1,0,0,2,0,0,1,0,0,0,1,2,1,0,0,0,2,1,0,4,0,1,2,1,1,0,0,1,0,2,0,2,3,0,0,2,0,1,1,0,2,0,0,4,1,0,0,0,0,0,3,0,0,4,0,4,2,0,1,3,2,0,0,0,1,1,1,1,0,0,4,1,0,2,0,1
64,0,1,0,1,0,0,0,0,5,0,2,2,0,2,1,0,0,1,0,0,1,0,0,2,0,0,2,1,0,1,0,2,0,1,5,0,1,4,1,0,0,0,0,0,3,2,1,2,0,0,1,0,0,1,0,1,0,1,3,0,0,2,0,0,0,1,0,1,1,1,2,3,0,0,3,0,0,0,0,0,1,1,2,0,0,1,0,0,1,0,1
65,0,0,0,0,0,0,0,0,4,1,0,2,0,1,0,0,3,2,1,1,0,0,0,2,0,0,1,2,0,4,2,4,2,1,1,1,1,3,1,1,0,0,0,1,2,1,3,5,0,0,0,0,1,0,0,1,1,0,3,1,0,1,1,1,2,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,3,2,0,0,5,0,0,0,0,1
66,0,1,0,0,0,1,0,0,5,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,2,1,0,1,0,1,0,0,2,0,2,2,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,3,1,1,0,0,0,0,4,0,3,0,0,0,0,2,0,0,0,3,0,0,0,0,0,1,3,1,0,0,3,2,0,0,1,1
67,0,0,0,1,0,0,0,0,3,0,1,2,0,0,1,2,0,2,1,1,1,0,1,1,0,0,1,2,0,3,0,4,0,0,3,0,0,4,0,0,0,0,0,0,1,1,0,1,1,1,0,0,3,1,0,0,0,0,1,2,0,1,2,0,0,2,1,0,2,1,1,1,0,0,3,0,0,0,0,1,1,4,2,1,0,2,1,0,0,1,1
68,0,2,0,0,0,0,1,0,6,1,0,0,0,1,3,2,0,1,3,1,1,0,1,1,0,0,4,0,0,0,0,4,0,0,2,1,1,1,4,0,0,0,0,0,0,0,2,1,1,0,3,0,1,2,0,0,0,0,4,0,1,0,1,1,1,3,1,0,0,2,4,0,1,0,0,1,0,0,0,0,0,7,2,0,0,0,0,1,1,0,1
69,0,1,0,0,0,1,0,0,7,3,1,1,1,1,0,2,2,7,1,1,0,1,0,2,0,0,2,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,1,0,0,2,0,1,0,1,0,0,1,1,2,2,3,1,2,0,1,0,0,2,0,4,2,0,0,3,0,0,0,3,0,1,3,1,2,0,3,0,0,0,0,1
70,0,4,0,1,0,0,0,0,7,1,0,1,0,0,1,2,1,3,1,1,0,1,0,2,0,1,2,0,1,5,0,1,0,0,1,1,0,3,0,0,0,0,1,0,1,1,0,2,0,0,1,0,4,0,1,0,1,1,1,4,0,2,2,2,1,0,2,0,0,1,2,1,0,0,2,0,0,0,0,0,2,3,0,2,0,2,1,0,0,0,1
71,0,1,0,0,0,1,1,0,3,2,3,0,0,0,0,1,1,1,1,1,0,0,0,3,1,0,2,0,0,1,0,2,0,0,1,1,0,4,0,0,1,0,1,0,0,0,0,3,2,0,0,0,1,1,0,2,0,1,0,2,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,2,0,0,0,1,1
72,0,4,0,0,0,0,2,0,9,0,0,0,0,0,0,0,1,6,0,2,0,1,0,1,0,0,2,2,1,5,1,2,0,0,2,0,0,3,1,0,1,0,0,0,0,0,1,1,5,0,0,1,1,1,0,1,0,2,0,1,0,0,1,1,2,0,0,1,0,0,2,1,1,0,1,1,0,0,2,0,0,3,1,0,0,1,2,1,1,0,1
73,0,1,0,0,0,2,0,0,5,0,0,0,0,0,0,0,1,2,0,1,1,0,0,1,0,0,1,1,0,2,0,0,2,0,2,1,0,2,0,0,2,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,2,0,0,2,0,0,1,0,1,3,1,0,1,1,0,0,2,0,2,0,0,0,0,2,0,1
