0,1,2,3,4,5,6,7,8,9,target
46,72,46,34,28,45,47,39,45,20,0
100,4,6,0,16,4,57,49,6,15,0
117,106,135,114,86,106,138,64,107,80,0
13,5,7,4,17,6,9,10,16,11,0
35,27,24,26,24,36,31,27,23,19,0
155,21,167,14,119,41,146,128,79,139,0
68,265,107,115,125,262,115,65,134,115,0
5,0,0,2,7,1,5,12,8,1,0
44,4,8,1,5,13,6,50,7,5,0
4,0,17,3,17,6,9,6,4,16,0
11,36,11,18,21,88,21,44,20,17,0
5,22,17,6,11,18,6,5,4,3,0
15,18,21,23,29,8,37,23,28,24,0
41,0,0,5,11,0,12,26,4,10,0
4,0,7,4,4,0,2,1,1,4,0
10,44,37,42,26,25,48,6,34,31,0
51,58,70,34,45,91,80,44,62,46,0
46,37,37,47,54,29,95,69,70,51,0
155,8,7,65,128,18,280,160,130,140,0
71,22,54,22,118,18,100,71,61,122,0
13,4,15,1,17,19,11,21,8,24,0
24,54,37,50,38,56,42,25,52,35,0
11,48,22,48,29,25,25,2,16,37,0
12,9,9,13,8,3,12,24,14,7,0
5,2,1,20,43,5,39,5,24,37,0
16,14,14,35,13,13,44,41,45,13,0
51,36,46,46,41,39,61,99,50,47,0
42,5,7,6,26,0,29,20,14,30,0
142,2,7,34,35,6,62,132,28,26,0
22,20,15,16,11,8,23,8,17,14,0
9,16,16,36,23,1,29,9,26,16,0
19,35,29,97,45,7,71,13,69,32,0
39,0,0,1,5,0,10,33,6,4,0
128,2,17,267,27,62,113,44,81,26,0
22,3,3,3,18,8,33,4,18,20,0
115,98,174,115,102,60,150,66,111,89,0
13,5,8,9,32,0,35,5,29,32,0
9,26,6,11,13,41,15,11,21,12,0
27,76,39,40,33,140,35,26,24,27,0
70,16,56,31,28,30,36,54,41,38,0
29,37,40,53,63,44,91,26,59,63,0
28,19,12,42,58,9,105,30,78,54,0
14,22,33,37,32,4,43,24,57,34,0
16,11,27,30,13,3,39,9,37,19,0
52,53,57,86,30,132,34,34,40,28,0
53,27,29,34,11,33,42,14,35,8,0
43,18,23,32,15,12,28,31,25,12,0
5,9,10,8,7,14,15,10,13,4,0
36,2,1,6,19,2,35,23,16,9,0
77,18,0,14,0,3,11,27,15,0,0
56,28,30,31,45,39,59,39,53,49,0
9,2,2,0,10,1,15,8,5,8,0
13,2,9,26,27,9,52,32,41,32,0
5,7,1,2,6,3,7,8,5,3,0
4,2,5,7,17,1,19,2,25,25,0
535,12,27,174,109,6,586,525,345,126,0
131,8,2,19,43,5,113,77,19,53,0
27,122,46,19,15,108,22,14,27,19,0
64,9,20,58,4,7,47,52,62,4,0
5,5,10,13,14,0,28,7,20,19,0
4,1,6,41,3,3,22,8,27,3,0
211,11,23,75,91,32,192,222,114,84,0
62,117,119,162,132,120,162,83,146,124,0
30,11,30,27,18,12,46,29,23,19,0
9,6,15,5,8,3,5,3,8,7,0
143,32,57,26,121,36,151,79,87,101,0
45,46,38,47,37,52,62,30,49,34,0
5,14,9,20,19,8,36,11,31,20,0
72,3,0,15,10,0,70,65,29,17,0
14,12,7,22,18,0,28,26,22,23,0
104,120,131,167,87,132,105,84,103,86,0
685,210,198,223,202,206,341,335,246,226,0
32,0,2,7,30,0,43,30,15,25,0
14,15,10,11,9,6,28,5,38,15,0
53,2,2,0,8,0,10,71,7,6,0
3,12,3,7,6,4,24,6,11,8,0
6,15,15,22,24,2,37,10,30,23,0
8,9,13,11,18,1,10,7,8,10,0
263,4,5,4,29,1,183,229,26,30,0
18,11,19,25,27,9,31,24,22,29,0
11,5,12,10,3,7,12,3,7,6,0
13,28,11,29,24,11,26,9,35,19,0
671,12,23,16,34,10,214,816,51,33,0
574,29,33,71,107,52,247,981,94,122,0
15,26,12,23,14,31,26,17,27,27,0
20,6,7,9,32,13,26,13,18,27,0
79,157,193,176,119,129,247,96,223,118,0
636,190,146,578,381,502,715,547,480,381,0
6,11,24,37,24,9,26,10,20,24,0
11,26,9,21,10,10,18,10,15,8,0
2,6,8,3,7,6,2,4,1,6,0
29,69,29,27,16,52,28,8,27,15,0
17,47,25,19,18,163,20,12,13,13,0
35,50,44,46,39,21,56,45,61,26,0
35,2,3,11,18,3,47,46,26,23,0
75,8,7,12,10,39,50,42,6,13,0
20,24,11,109,10,15,30,78,35,11,0
7,6,9,8,7,3,21,6,14,13,0
24,1,0,19,4,9,13,33,13,1,0
207,215,286,160,173,157,281,251,211,159,0
258,7,11,7,33,2,150,121,57,31,0
180,276,358,741,372,203,425,396,523,383,0
4,4,17,3,8,3,13,12,15,5,0
74,81,46,10,67,57,80,107,47,70,0
16,10,18,31,37,13,51,29,45,28,0
12,5,0,0,12,1,8,38,6,12,0
24,2,2,1,3,5,18,21,15,2,0
70,46,48,91,52,15,118,67,87,63,0
5,9,9,9,2,18,10,6,9,5,0
134,13,2,9,32,2,64,141,36,32,0
17,42,39,55,36,8,25,61,32,46,0
10,13,15,15,12,7,17,8,12,9,0
97,9,18,15,21,25,35,82,27,19,0
107,6,9,10,27,27,40,81,27,15,0
153,133,131,144,91,85,254,196,164,100,0
7,155,73,17,19,140,23,3,32,14,0
10,10,3,8,7,4,22,10,7,10,0
6,4,7,2,11,3,14,2,8,15,0
6,13,6,19,6,0,15,2,15,9,0
481,204,307,134,177,190,256,258,193,168,0
235,504,303,196,222,465,274,131,257,168,0
123,49,117,52,73,110,100,112,85,73,0
25,35,69,33,41,22,44,23,40,43,0
21,30,63,58,17,13,43,18,47,21,0
8,3,10,1,24,7,11,6,3,29,0
129,35,5,17,34,3,45,119,29,29,0
40,15,18,26,16,3,36,27,43,15,0
50,2,1,5,10,2,18,21,25,9,0
6965,862,944,2519,1870,2660,4661,5812,3828,1925,0
13,33,27,38,15,25,23,14,32,23,0
30,15,33,17,96,14,109,36,27,75,0
140,155,180,131,118,130,171,101,159,115,0
32,27,28,32,19,11,31,14,38,11,0
91,107,122,112,92,89,131,51,125,87,0
117,97,102,152,138,92,190,107,176,100,0
191,7,31,25,16,26,89,151,46,11,0
492,31,44,34,123,51,245,497,113,128,0
94,4,6,31,56,14,104,73,56,54,0
103,73,43,52,76,52,98,96,102,75,0
40,72,54,31,61,35,89,41,91,69,0
4,4,26,8,19,9,28,12,21,13,0
47,6,33,7,31,27,58,46,37,20,0
3,0,2,0,2,0,3,4,1,5,0
3,7,12,13,13,8,25,9,22,12,0
21,34,18,41,18,27,24,33,18,22,0
24,4,4,5,23,4,28,35,18,26,0
38,35,45,55,32,17,66,14,70,25,0
17,13,7,24,30,9,36,16,31,25,0
10,26,29,60,24,21,30,2,38,23,0
81,41,23,40,108,0,397,79,232,102,0
34,8,15,46,29,4,59,43,52,38,0
11,5,10,11,18,9,13,6,14,19,0
39,14,6,10,8,11,14,52,10,6,0
18,4,1,2,12,4,19,21,11,8,0
175,9,10,39,48,33,133,163,68,52,0
133,199,149,130,90,325,156,77,140,90,0
41,29,64,55,45,46,68,56,41,42,0
8,23,16,58,43,7,45,16,54,27,0
87,115,154,137,159,131,159,79,135,152,0
4,1,0,6,7,3,10,20,8,4,0
34,42,60,63,18,26,39,52,48,18,0
85,36,54,46,40,59,69,112,66,35,0
121,2,8,0,10,1,54,132,26,14,0
413,25,18,34,53,47,80,255,40,46,0
85,737,227,492,229,572,303,53,364,231,0
10,3,2,4,10,1,29,17,16,9,0
18,28,75,83,40,66,55,4,33,49,0
12,12,6,4,11,4,8,10,3,13,0
0,1,7,3,10,5,7,4,4,13,0
26,48,30,28,17,64,28,9,29,9,0
363,313,321,309,237,379,409,271,316,243,0
13,10,6,22,16,4,29,11,18,12,0
13,1,0,0,2,5,16,4,11,5,0
1,4,1,1,11,1,3,7,1,5,0
60,1,15,12,76,4,53,38,21,73,0
14,29,27,32,21,37,24,15,38,20,0
19,22,36,73,92,10,117,39,78,75,0
15,30,26,47,23,14,32,10,28,30,0
5,8,6,11,8,8,14,4,14,5,0
8,6,4,13,14,2,25,13,22,12,0
53,2,38,29,11,22,46,18,39,20,0
1,1,8,0,4,6,6,2,8,7,0
4,14,6,8,10,6,10,8,8,6,0
15,24,52,63,66,30,88,27,92,58,0
58,37,18,73,14,15,51,39,73,9,0
419,9,7,25,30,12,94,720,23,38,0
206,143,194,295,193,41,246,201,188,203,0
15,23,28,14,12,7,43,4,37,18,0
7,5,9,6,7,6,6,8,5,10,0
14,40,43,29,13,72,18,9,20,14,0
9,13,9,6,19,2,10,8,3,9,0
20,93,68,43,34,43,34,11,47,36,0
16,16,23,26,15,12,28,12,35,9,0
17,0,1,0,3,3,1,70,1,3,0
44,5,2,22,16,0,39,51,29,14,0
79,25,9,8,18,35,31,48,35,13,0
12,1,1,12,9,1,17,18,20,7,0
41,13,26,25,17,18,25,24,23,19,0
14,22,20,21,22,12,30,11,30,23,0
13,0,2,1,0,0,15,4,1,2,0
11,11,1,4,5,1,21,8,18,6,0
41,12,11,5,13,16,32,17,38,16,0
16,12,20,10,11,10,17,9,9,11,0
1,5,17,6,7,5,6,3,2,3,0
44,9,14,40,48,16,71,86,43,47,0
24,6,8,2,16,7,12,12,7,12,0
60,14,29,29,27,15,58,52,35,26,0
54,3,3,9,14,11,51,46,33,19,0
55,74,46,55,47,94,106,61,86,55,0
34,9,31,8,50,13,28,70,17,45,0
4,5,6,18,17,4,21,3,20,16,0
5,9,7,32,38,2,38,9,23,25,0
31,26,50,23,29,48,35,22,20,33,0
16,24,9,13,12,15,23,15,20,9,0
17,65,48,58,60,16,57,20,55,45,0
4,1,3,0,1,0,1,1,1,3,0
19,12,13,7,22,7,20,28,17,17,0
9,1,4,13,11,3,15,12,19,11,0
32,5,9,10,28,3,39,19,27,27,0
4,7,7,1,10,5,3,3,4,10,0
15,8,23,13,9,10,18,17,20,12,0
13,11,20,16,10,6,26,8,22,16,0
7,11,7,7,15,4,12,11,7,9,0
72,10,11,15,7,25,21,29,31,7,0
18,7,8,15,12,11,21,21,15,7,0
1,14,4,0,4,30,0,0,1,1,0
11,7,9,2,1,18,3,5,5,0,0
86,287,316,146,112,141,149,52,119,98,0
15,11,19,7,19,24,19,13,9,11,0
0,39,25,3,1,30,5,0,5,0,0
7,23,17,11,21,8,28,9,30,23,0
7,6,6,10,14,3,32,11,15,20,0
25,48,50,20,10,77,26,31,23,9,0
33,25,56,51,79,57,73,47,63,65,0
37,24,21,42,34,17,60,50,70,30,0
244,149,192,266,183,154,283,526,241,174,0
3,7,7,17,11,0,12,2,19,11,0
17,11,14,6,17,14,12,10,8,9,0
88,71,42,88,103,97,107,39,79,110,0
39,0,1,1,5,3,12,48,11,5,0
46,4,2,3,16,3,14,19,13,14,0
13,26,24,92,29,8,68,12,62,35,0
56,19,13,15,14,9,57,48,48,12,0
10,18,10,35,22,6,11,10,20,25,0
6,4,19,2,26,0,14,5,5,18,0
10,11,16,12,18,6,20,4,18,22,0
16,16,15,16,17,10,26,6,11,9,0
21,42,29,34,27,24,34,23,30,25,0
178,6,15,11,42,5,99,182,31,39,0
18,14,15,32,28,13,45,36,31,32,0
71,31,35,65,33,16,92,52,61,32,0
14,21,21,18,15,19,20,12,14,23,0
41,4,1,6,14,6,24,139,14,14,0
8,4,1,9,8,19,6,18,2,6,0
18,4,9,2,1,4,6,17,8,2,0
11,3,6,5,7,4,8,8,5,10,0
3,8,7,14,15,11,15,0,7,14,0
93,0,1,2,5,0,11,140,5,3,0
47,5,16,29,12,7,55,47,33,13,0
29,9,29,38,20,8,38,31,43,15,0
12,19,16,14,12,13,15,13,11,11,0
94,51,233,129,77,90,105,218,86,84,0
4,4,0,6,5,8,4,8,2,4,0
95,14,22,56,67,26,69,59,67,66,0
72,5,18,21,76,22,101,82,36,75,0
17,11,17,10,12,5,22,16,19,14,0
3,0,1,3,0,0,2,0,2,1,0
73,1,13,6,25,5,44,114,24,26,0
11,4,4,5,6,5,7,16,3,5,0
166,68,70,117,121,62,185,147,163,125,0
41,3,2,19,28,3,70,24,49,25,0
5,10,3,4,10,9,6,18,6,11,0
23,28,13,20,14,9,17,9,5,19,0
21,14,17,29,23,23,26,13,28,19,0
10,11,12,5,11,5,13,4,9,15,0
1,3,9,13,14,5,15,1,19,11,0
21,13,44,30,37,16,37,22,31,29,0
17,6,12,27,37,4,75,18,49,44,0
194,18,53,4,6,21,52,92,69,11,0
7,8,9,0,11,1,11,4,8,13,0
12,9,10,10,6,13,5,3,2,3,0
3,6,6,1,9,18,0,12,0,3,0
6,17,11,6,11,22,11,6,12,16,0
189,0,1,1,11,1,5,165,4,10,0
38,118,105,210,92,68,164,63,131,99,0
5,6,10,11,4,2,6,1,3,7,0
21,8,20,16,29,9,27,14,21,23,0
20,0,0,0,6,2,12,13,3,5,0
79,43,42,144,134,22,219,103,159,115,0
53,37,62,122,89,17,163,74,146,108,0
21,13,16,35,28,7,41,20,32,29,0
3,9,10,11,12,3,25,3,39,10,0
38,23,23,66,38,11,106,36,50,49,0
0,21,2,1,0,33,2,0,3,3,0
11,10,15,4,5,5,9,6,6,10,0
4,56,28,166,91,29,72,18,65,126,0
11,0,5,0,10,0,11,4,5,9,0
10,13,15,42,22,19,30,24,41,21,0
1,2,3,12,5,9,5,1,8,4,0
8,14,9,42,30,0,24,17,33,38,0
196,3,16,92,72,3,126,74,122,72,0
8,9,4,10,16,9,13,8,15,10,0
128,0,0,2,2,0,16,46,5,2,0
7,2,4,10,24,0,18,5,10,24,0
13,11,6,15,9,5,13,12,23,8,0
31,12,17,10,23,19,33,24,25,24,0
2289,193,164,194,3202,125,3186,3495,965,2932,0
35,0,4,3,18,2,22,23,13,18,0
11,9,24,10,18,5,18,1,12,20,0
28,15,21,34,21,18,31,44,24,16,0
10,9,20,9,14,11,10,17,19,12,0
14,4,18,9,7,7,21,18,11,7,0
17,5,10,8,11,26,9,11,4,8,0
195,161,195,191,116,264,156,175,143,90,0
31,16,38,40,23,7,40,18,30,31,0
486,175,181,153,200,324,357,177,246,149,0
26,5,5,8,19,6,26,19,10,18,0
32,5,4,4,4,0,9,9,5,5,0
137,12,18,41,58,37,97,94,66,57,0
70,43,84,104,42,26,72,54,101,49,0
16,36,44,42,27,21,62,20,43,27,0
265,17,11,6,120,19,336,215,63,138,0
3,11,13,9,7,8,17,1,10,13,0
34,6,3,4,4,0,10,7,6,5,0
82,40,54,38,31,68,56,41,46,31,1
88,48,56,50,43,51,53,76,54,43,1
47,37,71,39,32,65,66,42,68,29,1
31,56,76,52,32,58,49,23,57,36,1
54,43,59,35,45,69,41,42,44,31,1
45,56,56,87,52,34,79,45,65,35,1
42,56,65,27,48,50,64,30,56,29,1
56,68,71,41,26,60,40,24,28,27,1
28,41,34,15,21,87,26,24,34,23,1
58,68,51,51,20,63,34,22,34,18,1
29,64,57,30,25,97,37,17,28,26,1
39,49,40,78,55,54,79,38,60,64,1
43,60,60,41,40,43,45,29,38,30,1
42,79,69,52,50,135,55,22,40,41,1
51,79,76,48,40,79,80,37,68,47,1
39,60,56,40,33,46,84,25,83,36,1
38,79,57,37,27,60,32,24,38,18,1
30,62,55,20,21,76,29,12,26,16,1
71,47,44,28,33,64,46,57,30,35,1
44,43,42,38,37,27,50,40,51,27,1
73,58,73,79,63,35,103,70,127,65,1
46,50,59,40,58,98,69,38,42,42,1
57,65,52,43,39,44,55,65,44,48,1
56,59,55,61,46,41,78,44,82,52,1
45,69,70,31,34,62,45,36,44,37,1
24,56,57,23,35,164,36,23,35,32,1
36,56,57,29,37,59,28,32,30,25,1
38,44,38,35,43,66,58,30,39,36,1
58,51,41,37,46,56,47,44,29,48,1
53,49,56,35,33,72,57,62,54,39,1
43,46,58,57,54,31,65,52,61,56,1
26,48,39,40,33,46,48,40,41,31,1
20,36,40,27,32,78,28,12,36,26,1
41,57,59,22,33,51,51,32,34,33,1
74,57,42,61,48,40,88,64,66,49,1
61,43,35,44,33,42,41,44,43,35,1
56,59,50,38,44,32,74,49,55,45,1
54,62,45,43,37,50,45,29,43,28,1
34,63,85,37,32,55,59,24,46,41,1
56,52,41,60,35,47,84,39,59,36,1
47,56,44,46,44,42,41,56,42,49,1
103,45,49,19,27,68,23,85,30,22,1
44,56,50,29,16,105,27,30,19,18,1
58,55,74,41,29,38,53,37,45,31,1
29,53,58,32,34,75,67,17,43,26,1
46,29,33,34,12,30,22,22,18,22,1
48,45,48,24,22,80,13,27,20,9,1
48,37,78,35,40,103,58,38,34,29,1
73,53,60,53,46,41,70,44,67,48,1
47,53,56,38,41,73,57,33,40,52,1
80,66,50,26,45,55,66,42,60,40,1
62,50,47,61,50,61,59,45,36,49,1
46,50,43,31,28,121,51,34,27,27,1
38,54,58,20,32,124,19,28,27,28,1
52,38,64,48,31,96,49,56,58,34,1
46,41,47,36,47,94,52,40,39,49,1
54,40,29,44,42,109,49,14,33,40,1
69,49,44,43,30,51,64,38,50,22,1
71,32,41,27,21,40,26,65,27,17,1
55,43,57,37,28,59,50,38,41,42,1
56,28,33,23,28,66,73,23,36,27,1
85,31,45,15,27,59,86,48,74,27,1
35,53,60,27,31,87,27,28,31,26,1
96,40,53,44,45,32,62,109,53,43,1
32,42,52,32,40,71,50,35,35,29,1
53,56,50,22,24,81,47,30,32,15,1
40,63,60,38,21,98,28,33,20,26,1
59,43,56,42,35,52,59,30,52,31,1
46,33,64,59,30,27,43,22,56,28,1
51,30,58,55,51,52,47,43,47,45,1
43,44,74,60,55,50,69,46,83,38,1
40,59,42,43,23,79,47,31,39,31,1
31,42,69,37,33,52,37,17,39,26,1
35,43,36,35,19,39,33,20,35,22,1
33,30,54,72,51,32,66,47,60,56,1
55,42,52,35,41,72,51,42,49,51,1
54,56,33,47,33,46,56,32,53,31,1
24,48,42,26,19,47,27,16,19,15,1
47,47,72,23,31,59,35,32,39,28,1
45,66,60,37,31,65,51,19,44,35,1
40,44,59,40,22,47,26,28,37,29,1
39,30,43,37,33,35,68,29,43,29,1
52,58,43,43,42,33,66,27,51,33,1
48,50,64,32,26,60,31,34,34,39,1
42,35,60,42,43,35,66,36,68,59,1
38,38,53,68,52,40,83,37,77,52,1
30,38,50,40,29,77,44,18,42,28,1
49,72,38,52,26,33,48,34,53,24,1
41,46,67,34,37,54,41,19,34,34,1
104,47,63,107,85,62,121,70,111,76,1
81,56,40,44,44,135,77,56,50,35,1
72,69,86,57,60,116,69,56,70,46,1
82,64,74,63,57,80,74,75,60,48,1
87,57,59,92,68,84,121,109,92,72,1
85,80,60,73,45,121,67,80,50,56,1
65,75,56,47,53,163,59,50,52,47,1
77,68,64,84,74,70,88,69,89,57,1
122,48,56,78,52,78,84,76,85,50,1
51,39,70,36,47,104,45,56,50,42,1
92,68,73,74,68,67,84,71,74,60,1
67,131,112,54,75,284,67,71,49,58,1
163,53,79,53,53,84,101,168,90,62,1
61,38,63,25,18,70,34,47,32,26,1
94,64,71,72,62,66,89,94,80,63,1
52,78,53,32,26,172,39,26,41,38,1
98,70,85,60,63,65,72,84,78,71,1
61,68,66,59,37,103,68,56,40,35,1
71,52,81,74,36,117,53,54,66,25,1
63,57,55,33,32,80,39,32,45,20,1
78,58,50,59,43,94,50,52,60,44,1
123,60,67,69,69,82,86,74,75,70,1
79,53,69,89,66,68,101,62,101,71,1
47,77,58,81,35,67,74,43,60,35,1
34,35,51,21,12,100,19,19,26,21,1
33,50,45,16,27,61,48,19,33,24,1
48,54,56,67,75,45,91,45,70,72,1
53,36,37,30,25,59,40,32,45,20,1
43,65,62,59,33,53,54,43,46,41,1
58,52,92,25,20,64,43,20,38,22,1
54,61,34,39,38,70,50,41,63,34,1
75,73,93,78,62,54,84,46,68,60,1
49,60,49,37,45,55,89,39,73,43,1
60,38,70,40,37,76,26,24,33,29,1
41,83,64,39,48,32,74,37,61,50,1
58,77,95,34,41,57,61,46,55,41,1
40,92,76,40,42,51,34,17,35,26,1
14,19,29,19,13,125,15,13,12,14,1
36,14,32,17,16,95,24,18,21,20,1
22,53,54,16,10,115,21,22,19,10,1
45,88,69,38,42,39,53,35,40,38,1
43,59,64,43,23,36,48,35,49,40,1
62,64,75,117,38,53,63,36,58,36,1
66,42,103,61,29,59,40,26,21,33,1
57,42,31,29,23,67,26,43,28,27,1
40,80,92,69,58,52,81,23,81,45,1
49,41,38,37,24,80,79,40,52,30,1
31,52,37,23,25,162,21,20,37,23,1
30,58,46,34,20,71,39,30,37,33,1
118,24,50,44,18,29,47,44,43,26,1
35,35,46,31,20,68,52,39,43,21,1
46,29,42,49,27,64,28,38,32,26,1
32,37,28,30,28,144,27,41,17,45,1
33,18,33,45,12,64,35,54,30,20,1
36,48,45,46,23,69,46,10,39,24,1
22,44,38,35,11,89,25,16,22,20,1
36,97,46,30,12,94,31,22,24,22,1
25,41,28,40,26,152,31,27,34,24,1
94,50,72,57,38,44,52,53,59,46,1
54,51,50,47,24,68,53,25,53,24,1
39,54,48,43,23,55,46,42,35,19,1
31,37,39,53,16,144,26,26,35,20,1
73,25,40,46,17,37,55,42,41,22,1
51,48,54,69,29,35,43,40,53,32,1
27,32,32,39,15,74,26,27,38,17,1
36,44,55,37,25,67,40,26,46,40,1
24,46,39,37,20,100,31,18,25,36,1
84,35,59,49,25,53,57,57,49,33,1
48,69,55,31,23,99,41,32,27,34,1
53,98,61,42,33,181,44,18,52,24,1
61,77,70,46,32,145,38,29,49,27,1
75,90,74,49,41,170,48,24,64,26,1
47,74,49,36,24,126,36,30,42,25,1
65,84,69,53,23,173,43,30,49,13,1
75,40,51,61,22,61,59,47,44,25,1
63,26,43,46,33,65,46,99,42,27,1
